fL_a,delta_fL,fL_b,v_g,num_samples,seed,Gamma_T_EE_xi0,Gamma_T_full_xi0,Gamma_T_EE_norm_xi0,Gamma_T_EE_piece_over_2EE0,Gamma_T_PE_piece_over_2EE0,Gamma_T_EP_piece_over_2EE0,Gamma_T_PP_piece_over_2EE0,method
500.0,8.474546548843185e-05,500.0000847454655,1.0,0,20260723,2.0943951023931953,4.188789449403749,0.999999819665678,0.5,7.599088773175336e-08,7.599084909246994e-08,0.49999997164741483,exact GR tensor xi=0 angular integral
500.0,8.653975285681502e-05,500.00008653975283,1.0,0,20260723,2.0943951023931953,4.188789444321453,0.9999998184523693,0.5,7.599088773175336e-08,7.599084827437373e-08,0.4999999704341053,exact GR tensor xi=0 angular integral
500.0,8.837203007092955e-05,500.00008837203006,1.0,0,20260723,2.0943951023931953,4.188789439021668,0.9999998171871387,0.5,7.599088773175336e-08,7.599084743895627e-08,0.4999999691688739,exact GR tensor xi=0 angular integral
500.0,9.024310147706031e-05,500.00009024310145,1.0,0,20260723,2.0943951023931953,4.188789433495086,0.9999998158677644,0.5,7.599088773175336e-08,7.599084658585077e-08,0.49999996784949874,exact GR tensor xi=0 angular integral
500.0,9.215378845164654e-05,500.00009215378844,1.0,0,20260723,2.0943951023931953,4.188789427732,0.9999998144919291,0.5,7.599088773175336e-08,7.599084571468278e-08,0.4999999664736626,exact GR tensor xi=0 angular integral
500.0,9.41049297618564e-05,500.00009410492976,1.0,0,20260723,2.0943951023931953,4.1887894217222925,0.999999813057217,0.5,7.599088773175336e-08,7.59908448250699e-08,0.4999999650389496,exact GR tensor xi=0 angular integral
500.0,9.609738193379394e-05,500.0000960973819,1.0,0,20260723,2.0943951023931953,4.188789415455407,0.9999998115611084,0.5,7.599088773175336e-08,7.599084391662157e-08,0.49999996354284004,exact GR tensor xi=0 angular integral
500.0,9.813201962850382e-05,500.0000981320196,1.0,0,20260723,2.0943951023931953,4.188789408920339,0.9999998100009758,0.5,7.599088773175336e-08,7.599084298893898e-08,0.4999999619827066,exact GR tensor xi=0 angular integral
500.0,0.00010020973602593608,500.00010020973605,1.0,0,20260723,2.0943951023931953,4.188789402105612,0.9999998083740795,0.5,7.599088773175336e-08,7.599084204161488e-08,0.4999999603558093,exact GR tensor xi=0 angular integral
500.0,0.000102331443217041,500.0001023314432,1.0,0,20260723,2.0943951023931953,4.188789394999257,0.9999998066775624,0.5,7.599088773175336e-08,7.599084107423345e-08,0.49999995865929125,exact GR tensor xi=0 angular integral
500.0,0.0001044980726041652,500.00010449807263,1.0,0,20260723,2.0943951023931953,4.188789387588797,0.9999998049084453,0.5,7.599088773175336e-08,7.599084008636999e-08,0.49999995689017307,exact GR tensor xi=0 angular integral
500.0,0.00010671057530992512,500.0001067105753,1.0,0,20260723,2.0943951023931953,4.188789379861216,0.9999998030636211,0.5,7.599088773175336e-08,7.599083907759089e-08,0.49999995504534794,exact GR tensor xi=0 angular integral
500.0,0.00010896992259473808,500.0001089699226,1.0,0,20260723,2.0943951023931953,4.188789371802944,0.9999998011398503,0.5,7.599088773175336e-08,7.599083804745322e-08,0.4999999531215761,exact GR tensor xi=0 angular integral
500.0,0.0001112771062831929,500.00011127710627,1.0,0,20260723,2.0943951023931953,4.188789363399828,0.9999997991337544,0.5,7.599088773175336e-08,7.599083699550488e-08,0.49999995111547907,exact GR tensor xi=0 angular integral
